id,day,month,price
980344,weekday,12,250.0
980344,weekend,1,250.0
980344,weekend,2,250.0
980344,weekend,3,250.0
980344,weekend,4,250.0
980344,weekend,5,250.0
980344,weekend,6,250.0
980344,weekend,7,250.0
980344,weekend,8,250.0
980344,weekend,9,250.0
980344,weekend,10,250.0
980344,weekend,11,250.0
980344,weekend,12,250.0
994298,weekday,1,258.4782608695652
994298,weekday,2,175.0
994298,weekday,3,175.0
994298,weekday,4,175.0
994298,weekday,5,175.5
994298,weekday,6,289.7142857142857
994298,weekday,7,329.17391304347825
994298,weekday,8,334.9047619047619
994298,weekday,9,335.0
994298,weekday,10,335.0
994298,weekday,11,335.0
994298,weekday,12,335.0
994298,weekend,1,255.0
994298,weekend,2,175.0
994298,weekend,3,175.0
994298,weekend,4,176.0
994298,weekend,5,176.88888888888889
994298,weekend,6,290.22222222222223
994298,weekend,7,328.25
994298,weekend,8,334.6
994298,weekend,9,335.0
994298,weekend,10,335.0
994298,weekend,11,335.0
994298,weekend,12,335.0
1006989,weekday,1,94.6086956521739
1006989,weekday,2,80.1
1006989,weekday,3,80.76190476190476
1006989,weekday,4,92.95454545454545
1006989,weekday,5,81.81818181818181
1006989,weekday,6,111.04761904761905
1006989,weekday,7,108.0
1006989,weekday,8,108.0
1006989,weekday,9,108.0
1006989,weekday,10,108.0
1006989,weekday,11,108.0
1006989,weekday,12,108.0
1006989,weekend,1,102.375
1006989,weekend,2,82.75
1006989,weekend,3,84.5
